Title,Level,Organization,Organization_Link,Rating,Rating count,Course type,Skills,Courses,Courses_Link,Instructors,links
Valuation and Financial Analysis For Startups Specialization [5 courses] (Yonsei University) | Coursera,Beginner level,Yonsei University,https://www.coursera.org/partners/yonsei,4.3,360,specialization,"Cost Benefit Analysis, Strategic Decision-Making, Cash Flow Forecasting, Business Valuation, Financial Statement Analysis, Case Studies, Financial Modeling, Cash Flows, Balance Sheet, Financial Statements, Investment Management, Capital Budgeting","Valuation for Startups Using Discounted Cash Flows Approach, Valuation for Startups Using Multiple Approach, Financial Analysis for Startups, Applying Investment Decision Rules for Startups, Valuation and Financial Analysis For Startups Capstone","https://www.coursera.org/learn/discounted-cash-flow?specialization=startup-valuation, https://www.coursera.org/learn/valuation-multiples?specialization=startup-valuation, https://www.coursera.org/learn/financial-ratios?specialization=startup-valuation, https://www.coursera.org/learn/capital-budgeting?specialization=startup-valuation, https://www.coursera.org/learn/valuation-for-startups-project?specialization=startup-valuation","Hyun Han Shin, Saeyeul Park","https://www.coursera.org/instructor/hh-shin, https://www.coursera.org/instructor/sy-park"
Exam Prep (DEA-C01): AWS Certified Data Engineer - Associate | Coursera,Intermediate level,Whizlabs,https://www.coursera.org/partners/whizlabs,4.7,14,specialization,"Amazon CloudWatch, Amazon Redshift, Amazon Web Services, Databases, Data Storage, Cloud Security, Serverless Computing, Data Integration, AWS Kinesis, AWS SageMaker, AWS CloudFormation, Data Lakes","AWS: Storage, AWS: Databases, AWS: Data Analytics, AWS: Application Integration and Networking, AWS: Security, Governance, and Compliance, AWS: Compute and Data Transfer","https://www.coursera.org/learn/aws-storage?specialization=exam-prep-aws-certified-data-engineer-associate, https://www.coursera.org/learn/aws-database?specialization=exam-prep-aws-certified-data-engineer-associate, https://www.coursera.org/learn/aws-data-analytics?specialization=exam-prep-aws-certified-data-engineer-associate, https://www.coursera.org/learn/aws-application-integration-and-networking?specialization=exam-prep-aws-certified-data-engineer-associate, https://www.coursera.org/learn/aws-security-governance-and-compliance?specialization=exam-prep-aws-certified-data-engineer-associate, https://www.coursera.org/learn/aws-compute-and-data-transfer?specialization=exam-prep-aws-certified-data-engineer-associate",Instructor: Whizlabs Instructor,https://www.coursera.org/instructor/~126164860
Learn SQL Basics for Data Science Specialization [4 courses] (UC Davis) | Coursera,Beginner level,"University of California, Davis",https://www.coursera.org/partners/ucdavis,4.6,"10,363",specialization,"Data Governance, Complex Problem Solving, SQL, JSON, Data Analysis, Data Storytelling, Exploratory Data Analysis, Data Visualization, Database Design, Query Languages, Data Modeling, Peer Review","SQL for Data Science, SQL Problem Solving, SQL for Data Science Capstone Project","https://www.coursera.org/learn/sql-for-data-science?specialization=learn-sql-basics-data-science, https://www.coursera.org/learn/data-wrangling-analysis-abtesting?specialization=learn-sql-basics-data-science, https://www.coursera.org/learn/sql-data-science-capstone?specialization=learn-sql-basics-data-science","Don Noxon, Katrina Glaeser Poole, Sadie St. Lawrence, , , ","https://www.coursera.org/instructor/don-noxon, https://www.coursera.org/instructor/katrina-glaeser, https://www.coursera.org/instructor/sadie-stlawrence, https://www.coursera.org/instructor/don-noxon, https://www.coursera.org/instructor/katrina-glaeser, https://www.coursera.org/instructor/sadie-stlawrence"
Meta Data Analyst Professional Certificate | Coursera,Beginner level,Meta,https://www.coursera.org/partners/meta,4.7,839,professional-certificates,"Key Performance Indicators (KPIs), Data Governance, Python Programming, Pandas (Python Package), SQL, Data Analysis, Data Storytelling, Exploratory Data Analysis, Data Visualization, Data Collection, Business Metrics, Bayesian Statistics","Introduction to Data Analytics, Data Analysis with Spreadsheets and SQL, Python Data Analytics, Statistics Foundations, Introduction to Data Management","https://www.coursera.org/learn/data-analytics-introduction?specialization=meta-data-analyst, https://www.coursera.org/learn/data-analysis-with-spreadsheets-and-sql?specialization=meta-data-analyst, https://www.coursera.org/learn/python-data-analytics?specialization=meta-data-analyst, https://www.coursera.org/learn/statistics-for-marketing?specialization=meta-data-analyst, https://www.coursera.org/learn/introduction-to-data-management?specialization=meta-data-analyst","Brandon Larkin, Brandi Robinson, Anke Audenaert, Victor Geislinger, , , , ","https://www.coursera.org/instructor/~115843034, https://www.coursera.org/instructor/~122446179, https://www.coursera.org/instructor/anke, https://www.coursera.org/instructor/victor, https://www.coursera.org/instructor/~115843034, https://www.coursera.org/instructor/~122446179, https://www.coursera.org/instructor/anke, https://www.coursera.org/instructor/victor"
Entrepreneurship | Coursera,Beginner level,University of Pennsylvania,https://www.coursera.org/partners/penn,4.8,"5,194",specialization,"Key Performance Indicators (KPIs), Sales Presentation, Digital Marketing, Business Valuation, Market Opportunities, Business Metrics, Proposal Development, Peer Review, Growth Strategies, Due Diligence, Marketing Strategies, Finance","Entrepreneurship 1: Developing the Opportunity, Entrepreneurship 2: Launching your Start-Up, Entrepreneurship 3: Growth Strategies, Entrepreneurship 4: Financing and Profitability, Wharton Entrepreneurship Capstone","https://www.coursera.org/learn/wharton-entrepreneurship-opportunity?specialization=wharton-entrepreneurship, https://www.coursera.org/learn/wharton-launching-startup?specialization=wharton-entrepreneurship, https://www.coursera.org/learn/growth-strategy?specialization=wharton-entrepreneurship, https://www.coursera.org/learn/wharton-entrepreneurship-financing-profitabilty?specialization=wharton-entrepreneurship, https://www.coursera.org/learn/wharton-entrepreneurship-capstone?specialization=wharton-entrepreneurship","Kartik Hosanagar, Ethan Mollick, David Hsu, Lori Rosenkopf, Karl T. Ulrich, Jagmohan Raju, , , , , , ","https://www.coursera.org/instructor/~16224543, https://www.coursera.org/instructor/~16531669, https://www.coursera.org/instructor/~16532358, https://www.coursera.org/instructor/~16532472, https://www.coursera.org/instructor/karltulrich, https://www.coursera.org/instructor/rajuj, https://www.coursera.org/instructor/~16224543, https://www.coursera.org/instructor/~16531669, https://www.coursera.org/instructor/~16532358, https://www.coursera.org/instructor/~16532472, https://www.coursera.org/instructor/karltulrich, https://www.coursera.org/instructor/rajuj"
AAPC Medical Biller Professional Certificate | Coursera,Beginner level,AAPC,https://www.coursera.org/partners/aapc,4.9,60,professional-certificates,"CPT Coding, Utilization Management, Medical Records, Medicare, Payment Processing and Collection, Medical Coding, ICD Coding (ICD-9/ICD-10), Accounts Receivable, Health Systems, Billing, Medical Billing and Coding, Regulatory Compliance","Introduction to Certified Professional Biller, Coding and Medical Necessity, The Billing and Collection Process, Insurance Specifics","https://www.coursera.org/learn/introduction-to-certified-professional-biller?specialization=aapc-medical-biller, https://www.coursera.org/learn/cbp-coding-medical?specialization=aapc-medical-biller, https://www.coursera.org/learn/the-billing-and-collection-process?specialization=aapc-medical-biller, https://www.coursera.org/learn/insurance-specifics?specialization=aapc-medical-biller",Instructor: Katherine Abel,https://www.coursera.org/instructor/~161249056
Business Statistics and Analysis Specialization [5 courses] (Rice) | Coursera,Beginner level,Rice University,https://www.coursera.org/partners/rice,4.7,"7,534",specialization,"Excel Formulas, Regression Analysis, Sample Size Determination, Data Analysis, Graphing, Statistics, Statistical Inference, Probability Distribution, Descriptive Statistics, Statistical Methods, Spreadsheet Software, Microsoft Excel","Introduction to Data Analysis Using Excel, Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions, Business Applications of Hypothesis Testing and Confidence Interval Estimation, Linear Regression for Business Statistics, Business Statistics and Analysis Capstone","https://www.coursera.org/learn/excel-data-analysis?specialization=business-statistics-analysis, https://www.coursera.org/learn/descriptive-statistics-statistical-distributions-business-application?specialization=business-statistics-analysis, https://www.coursera.org/learn/hypothesis-testing-confidence-intervals?specialization=business-statistics-analysis, https://www.coursera.org/learn/linear-regression-business-statistics?specialization=business-statistics-analysis, https://www.coursera.org/learn/business-statistics-analysis-capstone?specialization=business-statistics-analysis",Instructor: Sharad Borle,https://www.coursera.org/instructor/sharadborle
Neuroscience and Neuroimaging | Coursera,Intermediate level,Johns Hopkins University,https://www.coursera.org/partners/jhu,4.7,"1,078",specialization,"Image Analysis, X-Ray Computed Tomography, Data Analysis, Advanced Analytics, Diagnostic Radiology, Statistics, Correlation Analysis, Neurology, Anatomy, Magnetic Resonance Imaging, Medical Imaging, Analytical Skills","Fundamental Neuroscience for Neuroimaging, Principles of fMRI 1, Principles of fMRI 2, Introduction to Neurohacking In R","https://www.coursera.org/learn/neuroscience-neuroimaging?specialization=computational-neuroscience, https://www.coursera.org/learn/functional-mri?specialization=computational-neuroscience, https://www.coursera.org/learn/functional-mri-2?specialization=computational-neuroscience, https://www.coursera.org/learn/neurohacking?specialization=computational-neuroscience","John Muschelli III, Ciprian M. Crainiceanu, Arnold Bakker, Dr. Elizabeth Sweeney, Martin Lindquist, PhD, MSc, Tor Wager, PhD, , , , , , ","https://www.coursera.org/instructor/~1349628, https://www.coursera.org/instructor/~19543713, https://www.coursera.org/instructor/~27713092, https://www.coursera.org/instructor/~2888342, https://www.coursera.org/instructor/martinlindquist, https://www.coursera.org/instructor/~7303121, https://www.coursera.org/instructor/~1349628, https://www.coursera.org/instructor/~19543713, https://www.coursera.org/instructor/~27713092, https://www.coursera.org/instructor/~2888342, https://www.coursera.org/instructor/martinlindquist, https://www.coursera.org/instructor/~7303121"
Valuation and Financial Analysis For Startups Specialization [5 courses] (Yonsei University) | Coursera,Beginner level,Yonsei University,https://www.coursera.org/partners/yonsei,4.3,360,specialization,"Cost Benefit Analysis, Strategic Decision-Making, Cash Flow Forecasting, Business Valuation, Financial Statement Analysis, Case Studies, Financial Modeling, Cash Flows, Balance Sheet, Financial Statements, Investment Management, Capital Budgeting","Valuation for Startups Using Discounted Cash Flows Approach, Valuation for Startups Using Multiple Approach, Financial Analysis for Startups, Applying Investment Decision Rules for Startups, Valuation and Financial Analysis For Startups Capstone","https://www.coursera.org/learn/discounted-cash-flow?specialization=startup-valuation, https://www.coursera.org/learn/valuation-multiples?specialization=startup-valuation, https://www.coursera.org/learn/financial-ratios?specialization=startup-valuation, https://www.coursera.org/learn/capital-budgeting?specialization=startup-valuation, https://www.coursera.org/learn/valuation-for-startups-project?specialization=startup-valuation","Hyun Han Shin, Saeyeul Park","https://www.coursera.org/instructor/hh-shin, https://www.coursera.org/instructor/sy-park"
Branding: The Creative Journey Specialization [4 courses] (IE Business School) | Coursera,Beginner level,IE Business School,https://www.coursera.org/partners/ie,4.6,"1,158",specialization,"Marketing Design, Communication, Creative Design, Content Creation, Production Planning, Advertising Campaigns, Brand Management, Advertising, Content Marketing, Customer experience strategy (CX), Brand Strategy, Brand Awareness","Brand Identity and Strategy, Storytelling in Branding and Content Marketing, From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories, Branding and Customer Experience","https://www.coursera.org/learn/brand-identity-strategy?specialization=branding-the-creative-journey, https://www.coursera.org/learn/brand-and-content-marketing?specialization=branding-the-creative-journey, https://www.coursera.org/learn/brand-image-high-impact-campaign?specialization=branding-the-creative-journey, https://www.coursera.org/learn/branding-and-cx?specialization=branding-the-creative-journey","Brian Hallett, Michael Thompson, Pedro Cifuentes Huertas, MARÍA EIZAGUIRRE DIÉGUEZ, , , , ","https://www.coursera.org/instructor/brianhallett, https://www.coursera.org/instructor/michaelthompson, https://www.coursera.org/instructor/pedrocifuentes, https://www.coursera.org/instructor/meizaguirre, https://www.coursera.org/instructor/brianhallett, https://www.coursera.org/instructor/michaelthompson, https://www.coursera.org/instructor/pedrocifuentes, https://www.coursera.org/instructor/meizaguirre"
Neuroscience and Neuroimaging | Coursera,Intermediate level,Johns Hopkins University,https://www.coursera.org/partners/jhu,4.7,"1,078",specialization,"Image Analysis, X-Ray Computed Tomography, Data Analysis, Advanced Analytics, Diagnostic Radiology, Statistics, Correlation Analysis, Neurology, Anatomy, Magnetic Resonance Imaging, Medical Imaging, Analytical Skills","Fundamental Neuroscience for Neuroimaging, Principles of fMRI 1, Principles of fMRI 2, Introduction to Neurohacking In R","https://www.coursera.org/learn/neuroscience-neuroimaging?specialization=computational-neuroscience, https://www.coursera.org/learn/functional-mri?specialization=computational-neuroscience, https://www.coursera.org/learn/functional-mri-2?specialization=computational-neuroscience, https://www.coursera.org/learn/neurohacking?specialization=computational-neuroscience","John Muschelli III, Ciprian M. Crainiceanu, Arnold Bakker, Dr. Elizabeth Sweeney, Martin Lindquist, PhD, MSc, Tor Wager, PhD, , , , , , ","https://www.coursera.org/instructor/~1349628, https://www.coursera.org/instructor/~19543713, https://www.coursera.org/instructor/~27713092, https://www.coursera.org/instructor/~2888342, https://www.coursera.org/instructor/martinlindquist, https://www.coursera.org/instructor/~7303121, https://www.coursera.org/instructor/~1349628, https://www.coursera.org/instructor/~19543713, https://www.coursera.org/instructor/~27713092, https://www.coursera.org/instructor/~2888342, https://www.coursera.org/instructor/martinlindquist, https://www.coursera.org/instructor/~7303121"
Graphic Design | Coursera,Beginner level,California Institute of the Arts,https://www.coursera.org/partners/calarts,4.7,"17,439",specialization,"Creative Design, Design Research, Color Theory, Graphic and Visual Design, Design Elements And Principles, Graphic and Visual Design Software, Photo Editing, Adobe InDesign, Digital Design, Photography, Image Quality, Visual Design","Fundamentals of Graphic Design, Introduction to Typography, Introduction to Imagemaking, Ideas from the History of Graphic Design, Brand New Brand","https://www.coursera.org/learn/fundamentals-of-graphic-design?specialization=graphic-design, https://www.coursera.org/learn/typography?specialization=graphic-design, https://www.coursera.org/learn/image-making?specialization=graphic-design, https://www.coursera.org/learn/graphic-design-history?specialization=graphic-design, https://www.coursera.org/learn/brand-new-brand?specialization=graphic-design","Anther Kiley, Michael Worthington, Gail Swanlund, Lorraine Wild, Louise Sandhaus, , , , , ","https://www.coursera.org/instructor/anther-kiley, https://www.coursera.org/instructor/michael-worthington, https://www.coursera.org/instructor/gail-swanlund, https://www.coursera.org/instructor/lorraine-wild, https://www.coursera.org/instructor/louise-sandhaus, https://www.coursera.org/instructor/anther-kiley, https://www.coursera.org/instructor/michael-worthington, https://www.coursera.org/instructor/gail-swanlund, https://www.coursera.org/instructor/lorraine-wild, https://www.coursera.org/instructor/louise-sandhaus"
Introduction to Programming with Python and Java | Coursera,Beginner level,University of Pennsylvania,https://www.coursera.org/partners/penn,4.5,"1,355",specialization,"Python Programming, Pandas (Python Package), Data Analysis, Data Visualization, Data Science, Object Oriented Design, Data Structures, Java Programming, Debugging, Eclipse (Software), Matplotlib, Application Development","Introduction to Python Programming, Data Analysis Using Python, Introduction to Java and Object-Oriented Programming, Inheritance and Data Structures in Java","https://www.coursera.org/learn/python-programming-intro?specialization=programming-python-java, https://www.coursera.org/learn/data-analysis-python?specialization=programming-python-java, https://www.coursera.org/learn/java-object-oriented-programming?specialization=programming-python-java, https://www.coursera.org/learn/java-inheritance-data-structures?specialization=programming-python-java",Instructor: Brandon Krakowsky,https://www.coursera.org/instructor/brandonkrakowsky
Market Research Methods and Data Analysis Certificate | Coursera,Intermediate level,Coursera Instructor Network,https://www.coursera.org/partners/coursera-instructor-network,,,specialization,"Market Research, Market Dynamics, Data Analysis, Data Storytelling, Statistics, Data Collection, Data-Driven Decision-Making, Competitive Analysis, Analytical Skills, Benchmarking, Statistical Reporting, Descriptive Statistics","Quantitative Research Methods: Tools for Data Analysis, Qualitative Research Methods: Capturing Rich Insights, Mixed Methods Research: Bridging Qualitative & Quantitative, Introduction to Market Research, GenAI for Market Research Analysts, Research and Draft a Competitive Analysis, Unlocking Business Insights through Storytelling with Data","https://www.coursera.org/learn/quantitative-research-methods-tools-for-data-analysis?specialization=genai-and-research-skills-for-market-intelligence, https://www.coursera.org/learn/qualitative-research-methods-capturing-rich-insights?specialization=genai-and-research-skills-for-market-intelligence, https://www.coursera.org/learn/mixed-methods-research-bridging-qualitative--quantitative?specialization=genai-and-research-skills-for-market-intelligence, https://www.coursera.org/learn/introduction-to-market-research?specialization=genai-and-research-skills-for-market-intelligence, https://www.coursera.org/learn/genai-for-market-research-analysts?specialization=genai-and-research-skills-for-market-intelligence, https://www.coursera.org/learn/research-and-draft-a-competitive-analysis?specialization=genai-and-research-skills-for-market-intelligence, https://www.coursera.org/learn/unlocking-business-insights-through-storytelling-with-data?specialization=genai-and-research-skills-for-market-intelligence","Marta Sotto-Mayor, Starweaver, Raksha Mahabeer, Eric Zackrison, Woody Lewenstein, Christopher Klaus, Renaldi Gondosubroto, , , , , , , ","https://www.coursera.org/instructor/~139839303, https://www.coursera.org/instructor/~141793623, https://www.coursera.org/instructor/~147882320, https://www.coursera.org/instructor/~150807435, https://www.coursera.org/instructor/~155704641, https://www.coursera.org/instructor/~156590317, https://www.coursera.org/instructor/~168595453, https://www.coursera.org/instructor/~139839303, https://www.coursera.org/instructor/~141793623, https://www.coursera.org/instructor/~147882320, https://www.coursera.org/instructor/~150807435, https://www.coursera.org/instructor/~155704641, https://www.coursera.org/instructor/~156590317, https://www.coursera.org/instructor/~168595453"
IBM Business Analyst Professional Certificate | Coursera,Beginner level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.8,536,professional-certificates,"Excel Formulas, Risk Mitigation, Stakeholder Management, Stakeholder Analysis, Risk Management, Business Requirements, Responsible AI, Prompt Engineering, Data Storytelling, Data Visualization, Project Scoping, Process Optimization","Introduction to Business Analysis, Excel Basics for Data Analysis, Data Visualization and Dashboards with Excel and Cognos, Business Analysis: Process Modeling & Requirements Gathering, Business Analysis: Project and Stakeholder Management, Business Analysis: Preparation Exam for ECBA Certification, Capstone Project: Applying Business Analysis Skills, Generative AI: Revolutionizing Business Analysis Techniques","https://www.coursera.org/learn/introduction-to-business-analysis?specialization=ibm-business-analyst-professional-certificate, https://www.coursera.org/learn/excel-basics-data-analysis-ibm?specialization=ibm-business-analyst-professional-certificate, https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos?specialization=ibm-business-analyst-professional-certificate, https://www.coursera.org/learn/business-analysis-process-modeling-requirements-gathering?specialization=ibm-business-analyst-professional-certificate, https://www.coursera.org/learn/business-analysis-project-and-stakeholder-management?specialization=ibm-business-analyst-professional-certificate, https://www.coursera.org/learn/business-analysis-preparation-exam-for-ecba-certification?specialization=ibm-business-analyst-professional-certificate, https://www.coursera.org/learn/capstone-project-applying-business-analysis-skills?specialization=ibm-business-analyst-professional-certificate, https://www.coursera.org/learn/generative-ai-revolutionizing-business-analysis-techniques?specialization=ibm-business-analyst-professional-certificate","IBM Skills Network Team, Daniel C. Yeomans, Shubhra Das, SkillUp, Filipe Martins, Rav Ahuja, Sandip Saha Joy, Steve Ryan, Kevin McFaul, Ramanujam Srinivasan, , , , , , , , , , ","https://www.coursera.org/instructor/ibm-skills-network, https://www.coursera.org/instructor/daniel-c-yeomans, https://www.coursera.org/instructor/shubhradas, https://www.coursera.org/instructor/skillup, https://www.coursera.org/instructor/felipemartins, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/sandipsahajoy, https://www.coursera.org/instructor/stever, https://www.coursera.org/instructor/~74013819, https://www.coursera.org/instructor/~96619963, https://www.coursera.org/instructor/ibm-skills-network, https://www.coursera.org/instructor/daniel-c-yeomans, https://www.coursera.org/instructor/shubhradas, https://www.coursera.org/instructor/skillup, https://www.coursera.org/instructor/felipemartins, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/sandipsahajoy, https://www.coursera.org/instructor/stever, https://www.coursera.org/instructor/~74013819, https://www.coursera.org/instructor/~96619963"
Meta Android Developer Professional Certificate | Coursera,Beginner level,Meta,https://www.coursera.org/partners/meta,4.7,"2,310",professional-certificates,"Unix Commands, Javascript, Kotlin, Android Studio, Git (Version Control System), GitHub, Version Control, Data Structures, Jest (JavaScript Testing Framework), React Native, Usability Testing, User Experience Design","Introduction to Android Mobile Application Development, Version Control, Programming Fundamentals in Kotlin, Principles of UX/UI Design, Create the User Interface in Android Studio, Advanced Programming in Kotlin, Working with Data in Android, Mobile Development and JavaScript, React Basics, React Native, Android App Capstone, Coding Interview Preparation","https://www.coursera.org/learn/introduction-to-android-mobile-application-development?specialization=meta-android-developer, https://www.coursera.org/learn/introduction-to-version-control?specialization=meta-android-developer, https://www.coursera.org/learn/meta-programming-fundamentals-kotlin?specialization=meta-android-developer, https://www.coursera.org/learn/principles-of-ux-ui-design?specialization=meta-android-developer, https://www.coursera.org/learn/create-the-user-interface-android-studio?specialization=meta-android-developer, https://www.coursera.org/learn/advanced-programming-in-kotlin?specialization=meta-android-developer, https://www.coursera.org/learn/working-with-data-in-android?specialization=meta-android-developer, https://www.coursera.org/learn/mobile-development-and-javascript?specialization=meta-android-developer, https://www.coursera.org/learn/react-basics?specialization=meta-android-developer, https://www.coursera.org/learn/react-native-course?specialization=meta-android-developer, https://www.coursera.org/learn/android-app-capstone?specialization=meta-android-developer, https://www.coursera.org/learn/coding-interview-preparation?specialization=meta-android-developer",Instructor: Taught by Meta Staff,https://www.coursera.org/instructor/~30575670
Mathematics for Engineering | Coursera,Beginner level,"Birla Institute of Technology & Science, Pilani",https://www.coursera.org/partners/bits,,,specialization,"Mathematical Modeling, Engineering Analysis, Data Analysis, Descriptive Analytics, Differential Equations, Logical Reasoning, Theoretical Computer Science, Linear Algebra, Deductive Reasoning, Engineering Calculations, Statistical Inference, Bayesian Statistics","Basic Engineering Mathematics, Probability and Statistics, Discrete Mathematics for Computer Science and Engineering, Linear Algebra for Machine Learning & AI, Logic for Computer Science","https://www.coursera.org/learn/basic-mathematics-engineering?specialization=bits-mathematics-for-engineering-specialization, https://www.coursera.org/learn/bits-probability-and-statistics?specialization=bits-mathematics-for-engineering-specialization, https://www.coursera.org/learn/bits-discrete-mathematics-computer-science-engineering?specialization=bits-mathematics-for-engineering-specialization, https://www.coursera.org/learn/bits-linear-algebra-for-machine-learning-and-ai?specialization=bits-mathematics-for-engineering-specialization, https://www.coursera.org/learn/bits-logic-for-computer-science?specialization=bits-mathematics-for-engineering-specialization",Instructor: BITS Pilani Instructors Group,https://www.coursera.org/instructor/bits-instructors-group
IBM AI Developer Professional Certificate | Coursera,Beginner level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.6,"10,754",professional-certificates,"Engineering Software, Python Programming, Responsible AI, Prompt Engineering, Data Science, Software Architecture, LLM Application, Large Language Modeling, Flask (Web Framework), Software Design, Software Development Life Cycle, LangChain","Introduction to Software Engineering, Introduction to Artificial Intelligence (AI), Generative AI: Introduction and Applications, Generative AI: Prompt Engineering Basics, Introduction to HTML, CSS, & JavaScript, Python for Data Science, AI & Development, Developing AI Applications with Python and Flask, Building Generative AI-Powered Applications with Python, Generative AI: Elevate your Software Development Career, Software Developer Career Guide and Interview Preparation","https://www.coursera.org/learn/introduction-to-software-engineering?specialization=applied-artifical-intelligence-ibm-watson-ai, https://www.coursera.org/learn/introduction-to-ai?specialization=applied-artifical-intelligence-ibm-watson-ai, https://www.coursera.org/learn/generative-ai-introduction-and-applications?specialization=applied-artifical-intelligence-ibm-watson-ai, https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone?specialization=applied-artifical-intelligence-ibm-watson-ai, https://www.coursera.org/learn/introduction-html-css-javascript?specialization=applied-artifical-intelligence-ibm-watson-ai, https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=applied-artifical-intelligence-ibm-watson-ai, https://www.coursera.org/learn/python-project-for-ai-application-development?specialization=applied-artifical-intelligence-ibm-watson-ai, https://www.coursera.org/learn/building-gen-ai-powered-applications?specialization=applied-artifical-intelligence-ibm-watson-ai, https://www.coursera.org/learn/generative-ai-elevate-software-development-career?specialization=applied-artifical-intelligence-ibm-watson-ai, https://www.coursera.org/learn/software-developer-career-guide-and-interview-preparation?specialization=applied-artifical-intelligence-ibm-watson-ai","IBM Skills Network Team, Michelle Saltoun, Sina Nazeri, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Antonio Cangiano, Upkar Lidder, Ramesh Sannareddy, Bethany Hudnutt, Ramanujam Srinivasan, , , , , , , , , , , , , , ","https://www.coursera.org/instructor/ibm-skills-network, https://www.coursera.org/instructor/michelle-saltoun, https://www.coursera.org/instructor/~122441826, https://www.coursera.org/instructor/~129186572, https://www.coursera.org/instructor/~28511493, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/acangiano, https://www.coursera.org/instructor/upkar-lidder, https://www.coursera.org/instructor/~75088416, https://www.coursera.org/instructor/~94982672, https://www.coursera.org/instructor/~96619963, https://www.coursera.org/degrees/bach-information-technology-illinois-tech, https://www.coursera.org/degrees/mas-data-science-illinois-tech, https://www.coursera.org/degrees/bachelor-of-science-computer-science-london, https://www.coursera.org/instructor/ibm-skills-network, https://www.coursera.org/instructor/michelle-saltoun, https://www.coursera.org/instructor/~122441826, https://www.coursera.org/instructor/~129186572, https://www.coursera.org/instructor/~28511493, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/acangiano, https://www.coursera.org/instructor/upkar-lidder, https://www.coursera.org/instructor/~75088416, https://www.coursera.org/instructor/~94982672, https://www.coursera.org/instructor/~96619963"
